ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
AFG,Afghanistan,total,Sanitation,2020,50.49965,19658673.59393,At least basic
AFG,Afghanistan,total,Sanitation,2020,10.9432,4260006.16127,Limited service
AFG,Afghanistan,total,Sanitation,2020,10.78376,4197939.30647,Open defecation
AFG,Afghanistan,total,Sanitation,2020,27.77339,10811720.30379,Unimproved
AGO,Angola,total,Sanitation,2020,51.66033,16978822.85379,At least basic
AGO,Angola,total,Sanitation,2020,21.00152,6902416.36262,Limited service
AGO,Angola,total,Sanitation,2020,17.96832,5905516.92719,Open defecation
AGO,Angola,total,Sanitation,2020,9.36983,3079513.44788,Unimproved
ALB,Albania,total,Sanitation,2020,51.60771,1485166.70773,Basic service
ALB,Albania,total,Sanitation,2020,0.57195,16459.61601,Limited service
ALB,Albania,total,Sanitation,2020,0,0,Open defecation
ALB,Albania,total,Sanitation,2020,47.69108,1372453.96125,Safely managed service
ALB,Albania,total,Sanitation,2020,0.12926,3719.71478,Unimproved
AND,Andorra,total,Sanitation,2020,0,0,Basic service
AND,Andorra,total,Sanitation,2020,0,0,Limited service
AND,Andorra,total,Sanitation,2020,0,0,Open defecation
AND,Andorra,total,Sanitation,2020,100,77265.00286,Safely managed service
AND,Andorra,total,Sanitation,2020,0,0,Unimproved
ARE,United Arab Emirates,total,Sanitation,2020,0,0,Basic service
ARE,United Arab Emirates,total,Sanitation,2020,0.77043,76198.60872,Limited service
ARE,United Arab Emirates,total,Sanitation,2020,0,0,Open defecation
ARE,United Arab Emirates,total,Sanitation,2020,99.22957,9814201.39128,Safely managed service
ARE,United Arab Emirates,total,Sanitation,2020,0,0,Unimproved
ARM,Armenia,total,Sanitation,2020,24.60766,729182.56106,Basic service
ARM,Armenia,total,Sanitation,2020,0.42505,12595.07879,Limited service
ARM,Armenia,total,Sanitation,2020,0.01068,316.57939,Open defecation
ARM,Armenia,total,Sanitation,2020,69.32908,2054382.90867,Safely managed service
ARM,Armenia,total,Sanitation,2020,5.62753,166756.87204,Unimproved
ASM,American Samoa,total,Sanitation,2020,54.45476,30057.39471,At least basic
ASM,American Samoa,total,Sanitation,2020,44.57549,24604.33378,Limited service
ASM,American Samoa,total,Sanitation,2020,0.70087,386.85827,Open defecation
ASM,American Samoa,total,Sanitation,2020,0.26888,148.41386,Unimproved
AUS,Australia,total,Sanitation,2020,25.73166,6561541.90436,Basic service
AUS,Australia,total,Sanitation,2020,0,0,Limited service
AUS,Australia,total,Sanitation,2020,0,0,Open defecation
AUS,Australia,total,Sanitation,2020,74.25949,18936081.96316,Safely managed service
AUS,Australia,total,Sanitation,2020,0.00885,2256.13197,Unimproved
AUT,Austria,total,Sanitation,2020,0.33008,29728.30098,Basic service
AUT,Austria,total,Sanitation,2020,0,0,Limited service
AUT,Austria,total,Sanitation,2020,0,0,Open defecation
AUT,Austria,total,Sanitation,2020,99.64252,8974204.36349,Safely managed service
AUT,Austria,total,Sanitation,2020,0.0274,2467.33561,Unimproved
BDI,Burundi,total,Sanitation,2020,45.72751,5437358.35148,At least basic
BDI,Burundi,total,Sanitation,2020,12.63031,1501842.50172,Limited service
BDI,Burundi,total,Sanitation,2020,2.58483,307356.61983,Open defecation
BDI,Burundi,total,Sanitation,2020,39.05735,4644223.72698,Unimproved
BEL,Belgium,total,Sanitation,2020,10.66545,1236084.28129,Basic service
BEL,Belgium,total,Sanitation,2020,0.51371,59537.51007,Limited service
BEL,Belgium,total,Sanitation,2020,0,0,Open defecation
BEL,Belgium,total,Sanitation,2020,88.82071,10293979.22675,Safely managed service
BEL,Belgium,total,Sanitation,2020,0.00013,14.98236,Unimproved
BEN,Benin,total,Sanitation,2020,16.96288,2056444.12294,At least basic
BEN,Benin,total,Sanitation,2020,19.65942,2383350.27405,Limited service
BEN,Benin,total,Sanitation,2020,51.57582,6252638.30956,Open defecation
BEN,Benin,total,Sanitation,2020,11.80188,1430765.36135,Unimproved
BFA,Burkina Faso,total,Sanitation,2020,21.66437,4528564.19876,At least basic
BFA,Burkina Faso,total,Sanitation,2020,32.29477,6750664.56384,Limited service
BFA,Burkina Faso,total,Sanitation,2020,39.9208,8344756.32432,Open defecation
BFA,Burkina Faso,total,Sanitation,2020,6.12006,1279293.08073,Unimproved
BGD,Bangladesh,total,Sanitation,2020,15.49528,25519077.13417,Basic service
BGD,Bangladesh,total,Sanitation,2020,23.84922,39277139.97664,Limited service
BGD,Bangladesh,total,Sanitation,2020,0,0,Open defecation
BGD,Bangladesh,total,Sanitation,2020,38.66942,63684430.61284,Safely managed service
BGD,Bangladesh,total,Sanitation,2020,21.98608,36208744.27635,Unimproved
BGR,Bulgaria,total,Sanitation,2020,13.80619,959315.77723,Basic service
BGR,Bulgaria,total,Sanitation,2020,13.9646,970322.70056,Limited service
BGR,Bulgaria,total,Sanitation,2020,0,0,Open defecation
BGR,Bulgaria,total,Sanitation,2020,72.22877,5018776.6439,Safely managed service
BGR,Bulgaria,total,Sanitation,2020,0.00043,29.87824,Unimproved
BHR,Bahrain,total,Sanitation,2020,8.76618,149163.85987,Basic service
BHR,Bahrain,total,Sanitation,2020,0,0,Limited service
BHR,Bahrain,total,Sanitation,2020,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2020,91.23382,1552419.14006,Safely managed service
BHR,Bahrain,total,Sanitation,2020,0,0,Unimproved
BLM,Saint Barthélemy,total,Sanitation,2020,100,0,At least basic
BLM,Saint Barthélemy,total,Sanitation,2020,0,0,Limited service
BLM,Saint Barthélemy,total,Sanitation,2020,0,0,Open defecation
BLM,Saint Barthélemy,total,Sanitation,2020,0,0,Unimproved
BLR,Belarus,total,Sanitation,2020,24.00927,2268713.18104,Basic service
BLR,Belarus,total,Sanitation,2020,1.63975,154945.47109,Limited service
BLR,Belarus,total,Sanitation,2020,0,0,Open defecation
BLR,Belarus,total,Sanitation,2020,73.89505,6982580.11665,Safely managed service
BLR,Belarus,total,Sanitation,2020,0.45593,43082.23141,Unimproved
BLZ,Belize,total,Sanitation,2020,88.21428,350758.49898,At least basic
BLZ,Belize,total,Sanitation,2020,9.04826,35977.77309,Limited service
BLZ,Belize,total,Sanitation,2020,0.56937,2263.91612,Open defecation
BLZ,Belize,total,Sanitation,2020,2.1681,8620.82613,Unimproved
BMU,Bermuda,total,Sanitation,2020,99.90314,62212.68063,At least basic
BMU,Bermuda,total,Sanitation,2020,0,0,Limited service
BMU,Bermuda,total,Sanitation,2020,0,0,Open defecation
BMU,Bermuda,total,Sanitation,2020,0.09686,60.31762,Unimproved
BOL,Bolivia (Plurinational State of),total,Sanitation,2020,12.83421,1498141.15794,Basic service
BOL,Bolivia (Plurinational State of),total,Sanitation,2020,17.32293,2022110.87484,Limited service
BOL,Bolivia (Plurinational State of),total,Sanitation,2020,9.79331,1143175.73881,Open defecation
BOL,Bolivia (Plurinational State of),total,Sanitation,2020,52.92221,6177625.38533,Safely managed service
BOL,Bolivia (Plurinational State of),total,Sanitation,2020,7.12733,831975.84331,Unimproved
BRA,Brazil,total,Sanitation,2020,41.37216,87940409.95546,Basic service
BRA,Brazil,total,Sanitation,2020,0.09649,205090.47001,Limited service
BRA,Brazil,total,Sanitation,2020,0.30413,646453.05897,Open defecation
BRA,Brazil,total,Sanitation,2020,48.70632,103529854.82262,Safely managed service
BRA,Brazil,total,Sanitation,2020,9.52091,20237599.70569,Unimproved
BRB,Barbados,total,Sanitation,2020,98.09246,281889.28504,At least basic
BRB,Barbados,total,Sanitation,2020,1.90754,5481.71013,Limited service
BRB,Barbados,total,Sanitation,2020,0,0,Unimproved
BTN,Bhutan,total,Sanitation,2020,11.2899,87114.18939,Basic service
BTN,Bhutan,total,Sanitation,2020,9.84979,76002.13308,Limited service
BTN,Bhutan,total,Sanitation,2020,0,0,Open defecation
BTN,Bhutan,total,Sanitation,2020,65.21666,503219.56221,Safely managed service
BTN,Bhutan,total,Sanitation,2020,13.64366,105276.11533,Unimproved
BWA,Botswana,total,Sanitation,2020,80.02625,1881917.1868,At least basic
BWA,Botswana,total,Sanitation,2020,5.57456,131092.6562,Limited service
BWA,Botswana,total,Sanitation,2020,9.81038,230703.2786,Open defecation
BWA,Botswana,total,Sanitation,2020,4.58882,107911.92477,Unimproved
CAF,Central African Republic,total,Sanitation,2020,0.51483,24864.98798,Basic service
CAF,Central African Republic,total,Sanitation,2020,15.78225,762245.62691,Limited service
CAF,Central African Republic,total,Sanitation,2020,25.14773,1214576.0461,Open defecation
CAF,Central African Republic,total,Sanitation,2020,13.60381,657031.75186,Safely managed service
CAF,Central African Republic,total,Sanitation,2020,44.95138,2171045.5871,Unimproved
CAN,Canada,total,Sanitation,2020,14.66447,5534686.52123,Basic service
CAN,Canada,total,Sanitation,2020,0,0,Limited service
CAN,Canada,total,Sanitation,2020,0,0,Open defecation
CAN,Canada,total,Sanitation,2020,84.36839,31842450.58379,Safely managed service
CAN,Canada,total,Sanitation,2020,0.96714,365018.89197,Unimproved
CHE,Switzerland,total,Sanitation,2020,0.24832,21490.92621,Basic service
CHE,Switzerland,total,Sanitation,2020,0.10013,8665.54584,Limited service
CHE,Switzerland,total,Sanitation,2020,0,0,Open defecation
CHE,Switzerland,total,Sanitation,2020,99.65156,8624461.77201,Safely managed service
CHE,Switzerland,total,Sanitation,2020,0,0,Unimproved
CHL,Chile,total,Sanitation,2020,21.3986,4090600.25616,Basic service
CHL,Chile,total,Sanitation,2020,0,0,Limited service
CHL,Chile,total,Sanitation,2020,0,0,Open defecation
CHL,Chile,total,Sanitation,2020,78.6014,15025607.49915,Safely managed service
CHL,Chile,total,Sanitation,2020,0,0.24469,Unimproved
CHN,China,total,Sanitation,2020,22.72037,332430945.89244,Basic service
CHN,China,total,Sanitation,2020,2.54522,37240108.26348,Limited service
CHN,China,total,Sanitation,2020,0.32134,4701721.15249,Open defecation
CHN,China,total,Sanitation,2020,69.65581,1019162309.61924,Safely managed service
CHN,China,total,Sanitation,2020,4.75726,69605395.20402,Unimproved
CIV,Côte d’Ivoire,total,Sanitation,2020,34.56596,9117905.32003,At least basic
CIV,Côte d’Ivoire,total,Sanitation,2020,22.53705,5944886.03997,Limited service
CIV,Côte d’Ivoire,total,Sanitation,2020,25.25768,6662540.7579,Open defecation
CIV,Côte d’Ivoire,total,Sanitation,2020,17.6393,4652944.21183,Unimproved
CMR,Cameroon,total,Sanitation,2020,44.63112,11847717.10441,At least basic
CMR,Cameroon,total,Sanitation,2020,15.05621,3996801.06201,Limited service
CMR,Cameroon,total,Sanitation,2020,5.54589,1472205.42095,Open defecation
CMR,Cameroon,total,Sanitation,2020,34.76677,9229139.92471,Unimproved
COD,Democratic Republic of the Congo,total,Sanitation,2020,2.69765,2416049.14935,Basic service
COD,Democratic Republic of the Congo,total,Sanitation,2020,20.13036,18029037.37123,Limited service
COD,Democratic Republic of the Congo,total,Sanitation,2020,12.02538,10770103.1472,Open defecation
COD,Democratic Republic of the Congo,total,Sanitation,2020,12.69103,11366261.78124,Safely managed service
COD,Democratic Republic of the Congo,total,Sanitation,2020,52.45558,46979956.55993,Unimproved
COG,Congo,total,Sanitation,2020,20.45975,1128987.57469,At least basic
COG,Congo,total,Sanitation,2020,34.22803,1888734.33583,Limited service
COG,Congo,total,Sanitation,2020,8.45099,466333.34854,Open defecation
COG,Congo,total,Sanitation,2020,36.86123,2034036.70237,Unimproved
COK,Cook Islands,total,Sanitation,2020,99.08539,17403.35758,At least basic
COK,Cook Islands,total,Sanitation,2020,0,0,Limited service
COK,Cook Islands,total,Sanitation,2020,0.91461,160.64198,Unimproved
COL,Colombia,total,Sanitation,2020,75.36575,38348268.27783,Basic service
COL,Colombia,total,Sanitation,2020,3.30808,1683245.71475,Limited service
COL,Colombia,total,Sanitation,2020,2.58548,1315569.29726,Open defecation
COL,Colombia,total,Sanitation,2020,18.31488,9319138.31066,Safely managed service
COL,Colombia,total,Sanitation,2020,0.42581,216662.399,Unimproved
CPV,Cabo Verde,total,Sanitation,2020,79.11569,439873.75442,At least basic
CPV,Cabo Verde,total,Sanitation,2020,6.4362,35784.49321,Limited service
CPV,Cabo Verde,total,Sanitation,2020,14.44811,80329.76461,Open defecation
CPV,Cabo Verde,total,Sanitation,2020,0,0,Unimproved
CRI,Costa Rica,total,Sanitation,2020,67.71056,3449253.00895,Basic service
CRI,Costa Rica,total,Sanitation,2020,0.76053,38742.29796,Limited service
CRI,Costa Rica,total,Sanitation,2020,0.12659,6448.43693,Open defecation
CRI,Costa Rica,total,Sanitation,2020,30.20444,1538648.39373,Safely managed service
CRI,Costa Rica,total,Sanitation,2020,1.19789,61021.86223,Unimproved
CUB,Cuba,total,Sanitation,2020,54.71882,6197790.64605,Basic service
CUB,Cuba,total,Sanitation,2020,1.66155,188197.02706,Limited service
CUB,Cuba,total,Sanitation,2020,0.24071,27263.87953,Open defecation
CUB,Cuba,total,Sanitation,2020,36.63753,4149792.56038,Safely managed service
CUB,Cuba,total,Sanitation,2020,6.74139,763571.8872,Unimproved
CYP,Cyprus,total,Sanitation,2020,22.31156,269381.03771,Basic service
CYP,Cyprus,total,Sanitation,2020,0,0,Limited service
CYP,Cyprus,total,Sanitation,2020,0,0,Open defecation
CYP,Cyprus,total,Sanitation,2020,77.0844,930687.03448,Safely managed service
CYP,Cyprus,total,Sanitation,2020,0.60404,7292.92776,Unimproved
CZE,Czechia,total,Sanitation,2020,13.92908,1491662.62927,Basic service
CZE,Czechia,total,Sanitation,2020,0.85676,91749.86135,Limited service
CZE,Czechia,total,Sanitation,2020,0,0,Open defecation
CZE,Czechia,total,Sanitation,2020,85.20442,9124525.7547,Safely managed service
CZE,Czechia,total,Sanitation,2020,0.00975,1043.75479,Unimproved
DEU,Germany,total,Sanitation,2020,2.10021,1759637.32836,Basic service
DEU,Germany,total,Sanitation,2020,0.77438,648808.77155,Limited service
DEU,Germany,total,Sanitation,2020,0,0,Open defecation
DEU,Germany,total,Sanitation,2020,97.12541,81375499.85309,Safely managed service
DEU,Germany,total,Sanitation,2020,0,0,Unimproved
DJI,Djibouti,total,Sanitation,2020,29.64262,292869.67578,Basic service
DJI,Djibouti,total,Sanitation,2020,7.05251,69678.91722,Limited service
DJI,Djibouti,total,Sanitation,2020,16.1821,159879.50168,Open defecation
DJI,Djibouti,total,Sanitation,2020,37.08002,366351.29879,Safely managed service
DJI,Djibouti,total,Sanitation,2020,10.04275,99222.60652,Unimproved
DNK,Denmark,total,Sanitation,2020,7.70803,446464.5237,Basic service
DNK,Denmark,total,Sanitation,2020,0.40277,23329.34766,Limited service
DNK,Denmark,total,Sanitation,2020,0,0,Open defecation
DNK,Denmark,total,Sanitation,2020,91.8892,5322409.18964,Safely managed service
DNK,Denmark,total,Sanitation,2020,0,0,Unimproved
DOM,Dominican Republic,total,Sanitation,2020,87.17818,9457005.76459,At least basic
DOM,Dominican Republic,total,Sanitation,2020,9.14087,991593.10784,Limited service
DOM,Dominican Republic,total,Sanitation,2020,2.25239,244337.42937,Open defecation
DOM,Dominican Republic,total,Sanitation,2020,1.42855,154968.02321,Unimproved
DZA,Algeria,total,Sanitation,2020,68.35288,29973451.42706,Basic service
DZA,Algeria,total,Sanitation,2020,10.50615,4607057.46339,Limited service
DZA,Algeria,total,Sanitation,2020,0,0,Open defecation
DZA,Algeria,total,Sanitation,2020,17.61259,7723304.45889,Safely managed service
DZA,Algeria,total,Sanitation,2020,3.52838,1547230.65153,Unimproved
ECU,Ecuador,total,Sanitation,2020,49.89298,8802648.68124,Basic service
ECU,Ecuador,total,Sanitation,2020,7.35305,1297303.77122,Limited service
ECU,Ecuador,total,Sanitation,2020,0.90508,159683.44541,Open defecation
ECU,Ecuador,total,Sanitation,2020,41.63194,7345148.24511,Safely managed service
ECU,Ecuador,total,Sanitation,2020,0.21695,38275.85702,Unimproved
EGY,Egypt,total,Sanitation,2020,30.26444,30970939.28465,Basic service
EGY,Egypt,total,Sanitation,2020,1.61652,1654258.99356,Limited service
EGY,Egypt,total,Sanitation,2020,0,0,Open defecation
EGY,Egypt,total,Sanitation,2020,67.06103,68626507.97757,Safely managed service
EGY,Egypt,total,Sanitation,2020,1.058,1082701.7391,Unimproved
ESP,Spain,total,Sanitation,2020,4.23815,1981536.34614,Basic service
ESP,Spain,total,Sanitation,2020,0.08088,37812.98116,Limited service
ESP,Spain,total,Sanitation,2020,0,0,Open defecation
ESP,Spain,total,Sanitation,2020,95.66522,44728061.80098,Safely managed service
ESP,Spain,total,Sanitation,2020,0.01576,7368.87126,Unimproved
EST,Estonia,total,Sanitation,2020,6.08104,80667.37581,Basic service
EST,Estonia,total,Sanitation,2020,0.69949,9278.9825,Limited service
EST,Estonia,total,Sanitation,2020,0,0,Open defecation
EST,Estonia,total,Sanitation,2020,93.06073,1234486.8587,Safely managed service
EST,Estonia,total,Sanitation,2020,0.15874,2105.78306,Unimproved
ETH,Ethiopia,total,Sanitation,2020,2.231,2564840.9884,Basic service
ETH,Ethiopia,total,Sanitation,2020,8.82612,10146824.80905,Limited service
ETH,Ethiopia,total,Sanitation,2020,16.99518,19538263.60915,Open defecation
ETH,Ethiopia,total,Sanitation,2020,6.67927,7678733.86199,Safely managed service
ETH,Ethiopia,total,Sanitation,2020,65.26843,75034920.72681,Unimproved
FIN,Finland,total,Sanitation,2020,15.34806,850392.94193,Basic service
FIN,Finland,total,Sanitation,2020,0.552,30584.55758,Limited service
FIN,Finland,total,Sanitation,2020,0,0,Open defecation
FIN,Finland,total,Sanitation,2020,84.09986,4659736.16078,Safely managed service
FIN,Finland,total,Sanitation,2020,0.00008,4.33977,Unimproved
FJI,Fiji,total,Sanitation,2020,99.16077,888920.81094,At least basic
FJI,Fiji,total,Sanitation,2020,0.83923,7523.19321,Limited service
FJI,Fiji,total,Sanitation,2020,0,0,Open defecation
FJI,Fiji,total,Sanitation,2020,0,0,Unimproved
FLK,Falkland Islands (Malvinas),total,Sanitation,2020,100,3483,At least basic
FLK,Falkland Islands (Malvinas),total,Sanitation,2020,0,0,Limited service
FLK,Falkland Islands (Malvinas),total,Sanitation,2020,0,0,Open defecation
FLK,Falkland Islands (Malvinas),total,Sanitation,2020,0,0.00006,Unimproved
FRA,France,total,Sanitation,2020,20.05913,13093298.67986,Basic service
FRA,France,total,Sanitation,2020,1.35239,882753.57686,Limited service
FRA,France,total,Sanitation,2020,0,0,Open defecation
FRA,France,total,Sanitation,2020,78.58848,51297458.76939,Safely managed service
FRA,France,total,Sanitation,2020,0,0.9791,Unimproved
GAB,Gabon,total,Sanitation,2020,49.82417,1108950.39874,At least basic
GAB,Gabon,total,Sanitation,2020,28.89406,643103.10341,Limited service
GAB,Gabon,total,Sanitation,2020,2.00731,44677.31429,Open defecation
GAB,Gabon,total,Sanitation,2020,19.27446,428997.15167,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2020,1.0119,686941.07358,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2020,0.72048,489103.10305,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2020,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2020,98.09506,66592818.33088,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2020,0.17256,117145.49318,Unimproved
GEO,Georgia,total,Sanitation,2020,51.348,2048361.66796,Basic service
GEO,Georgia,total,Sanitation,2020,0.96683,38568.70912,Limited service
GEO,Georgia,total,Sanitation,2020,0.0067,267.26703,Open defecation
GEO,Georgia,total,Sanitation,2020,34.41873,1373023.26078,Safely managed service
GEO,Georgia,total,Sanitation,2020,13.25974,528954.09512,Unimproved
GHA,Ghana,total,Sanitation,2020,10.37767,3224648.89203,Basic service
GHA,Ghana,total,Sanitation,2020,47.4416,14741503.52325,Limited service
GHA,Ghana,total,Sanitation,2020,17.77812,5524185.33844,Open defecation
GHA,Ghana,total,Sanitation,2020,13.3248,4140408.21312,Safely managed service
GHA,Ghana,total,Sanitation,2020,11.0778,3442200.03005,Unimproved
GIB,Gibraltar,total,Sanitation,2020,100,33691,At least basic
GIB,Gibraltar,total,Sanitation,2020,0,0,Limited service
GIB,Gibraltar,total,Sanitation,2020,0,0,Open defecation
GIB,Gibraltar,total,Sanitation,2020,0,0,Unimproved
GIN,Guinea,total,Sanitation,2020,29.77614,3910438.55941,At least basic
GIN,Guinea,total,Sanitation,2020,28.19232,3702438.74295,Limited service
GIN,Guinea,total,Sanitation,2020,11.8083,1550759.12184,Open defecation
GIN,Guinea,total,Sanitation,2020,30.22324,3969155.55217,Unimproved
GLP,Guadeloupe,total,Sanitation,2020,99.69427,398903.71133,At least basic
GLP,Guadeloupe,total,Sanitation,2020,0,0,Limited service
GLP,Guadeloupe,total,Sanitation,2020,0,0,Open defecation
GLP,Guadeloupe,total,Sanitation,2020,0.30573,1223.29242,Unimproved
GMB,Gambia,total,Sanitation,2020,17.90406,432681.0859,Basic service
GMB,Gambia,total,Sanitation,2020,13.14546,317681.55499,Limited service
GMB,Gambia,total,Sanitation,2020,0.10026,2422.86883,Open defecation
GMB,Gambia,total,Sanitation,2020,28.96716,700038.91256,Safely managed service
GMB,Gambia,total,Sanitation,2020,39.88306,963839.57777,Unimproved
GNB,Guinea-Bissau,total,Sanitation,2020,6.06173,119294.74723,Basic service
GNB,Guinea-Bissau,total,Sanitation,2020,13.59319,267513.7097,Limited service
GNB,Guinea-Bissau,total,Sanitation,2020,10.32807,203256.16381,Open defecation
GNB,Guinea-Bissau,total,Sanitation,2020,12.16331,239373.75028,Safely managed service
GNB,Guinea-Bissau,total,Sanitation,2020,57.8537,1138559.62882,Unimproved
GRC,Greece,total,Sanitation,2020,7.27504,758281.78976,Basic service
GRC,Greece,total,Sanitation,2020,1.00625,104882.43971,Limited service
GRC,Greece,total,Sanitation,2020,0,0,Open defecation
GRC,Greece,total,Sanitation,2020,91.71871,9559892.01485,Safely managed service
GRC,Greece,total,Sanitation,2020,0,0,Unimproved
GRL,Greenland,total,Sanitation,2020,7.70803,4376.00077,Basic service
GRL,Greenland,total,Sanitation,2020,0.40277,228.65957,Limited service
GRL,Greenland,total,Sanitation,2020,0,0,Open defecation
GRL,Greenland,total,Sanitation,2020,91.88921,52167.34062,Safely managed service
GRL,Greenland,total,Sanitation,2020,0,0,Unimproved
GTM,Guatemala,total,Sanitation,2020,67.92858,12169789.80492,At least basic
GTM,Guatemala,total,Sanitation,2020,10.87516,1948346.84184,Limited service
GTM,Guatemala,total,Sanitation,2020,2.0236,362539.32353,Open defecation
