ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
NZL,New Zealand,total,Sanitation,2020,17.80909,858795.9664,Basic service
NZL,New Zealand,total,Sanitation,2020,0,0,Limited service
NZL,New Zealand,total,Sanitation,2020,0,0,Open defecation
NZL,New Zealand,total,Sanitation,2020,82.19091,3963437.09484,Safely managed service
NZL,New Zealand,total,Sanitation,2020,0,0,Unimproved
OMN,Oman,total,Sanitation,2020,99.32024,5071909.42239,At least basic
OMN,Oman,total,Sanitation,2020,0.67975,34712.41844,Limited service
OMN,Oman,total,Sanitation,2020,0,0,Open defecation
OMN,Oman,total,Sanitation,2020,0,0.2441,Unimproved
PAK,Pakistan,total,Sanitation,2020,68.39731,151084412.17544,At least basic
PAK,Pakistan,total,Sanitation,2020,10.53311,23266827.96118,Limited service
PAK,Pakistan,total,Sanitation,2020,7.30336,16132561.77713,Open defecation
PAK,Pakistan,total,Sanitation,2020,13.76622,30408527.91895,Unimproved
PAN,Panama,total,Sanitation,2020,84.57385,3649165.52576,At least basic
PAN,Panama,total,Sanitation,2020,2.58119,111372.25059,Limited service
PAN,Panama,total,Sanitation,2020,4.19323,180928.09443,Open defecation
PAN,Panama,total,Sanitation,2020,8.65173,373302.22898,Unimproved
PER,Peru,total,Sanitation,2020,25.76708,8495883.68808,Basic service
PER,Peru,total,Sanitation,2020,8.857,2920317.10293,Limited service
PER,Peru,total,Sanitation,2020,4.39777,1450026.32664,Open defecation
PER,Peru,total,Sanitation,2020,52.80962,17412307.09504,Safely managed service
PER,Peru,total,Sanitation,2020,8.16853,2693313.78895,Unimproved
PHL,Philippines,total,Sanitation,2020,21.61798,23689212.94276,Basic service
PHL,Philippines,total,Sanitation,2020,11.12126,12186802.80283,Limited service
PHL,Philippines,total,Sanitation,2020,3.78633,4149099.7453,Open defecation
PHL,Philippines,total,Sanitation,2020,60.63807,66447859.20419,Safely managed service
PHL,Philippines,total,Sanitation,2020,2.83636,3108113.31259,Unimproved
PLW,Palau,total,Sanitation,2020,99.62328,18023.84305,At least basic
PLW,Palau,total,Sanitation,2020,0,0,Limited service
PLW,Palau,total,Sanitation,2020,0,0,Open defecation
PLW,Palau,total,Sanitation,2020,0.37673,68.15717,Unimproved
PNG,Papua New Guinea,total,Sanitation,2020,19.22383,1719961.5361,At least basic
PNG,Papua New Guinea,total,Sanitation,2020,4.27509,382493.04385,Limited service
PNG,Papua New Guinea,total,Sanitation,2020,16.13159,1443297.83898,Open defecation
PNG,Papua New Guinea,total,Sanitation,2020,60.36949,5401274.57006,Unimproved
POL,Poland,total,Sanitation,2020,9.45804,3579546.70539,Basic service
POL,Poland,total,Sanitation,2020,0,0,Limited service
POL,Poland,total,Sanitation,2020,0,0,Open defecation
POL,Poland,total,Sanitation,2020,90.54196,34267058.26991,Safely managed service
POL,Poland,total,Sanitation,2020,0,0,Unimproved
PRI,Puerto Rico,total,Sanitation,2020,67.49084,1930804.92188,Basic service
PRI,Puerto Rico,total,Sanitation,2020,0,0,Limited service
PRI,Puerto Rico,total,Sanitation,2020,0,0,Open defecation
PRI,Puerto Rico,total,Sanitation,2020,32.50916,930035.07812,Safely managed service
PRI,Puerto Rico,total,Sanitation,2020,0,0,Unimproved
PRK,Democratic People's Republic of Korea,total,Sanitation,2020,84.66547,21825753.08229,At least basic
PRK,Democratic People's Republic of Korea,total,Sanitation,2020,0.62757,161781.08983,Limited service
PRK,Democratic People's Republic of Korea,total,Sanitation,2020,0,0,Open defecation
PRK,Democratic People's Republic of Korea,total,Sanitation,2020,14.70696,3791280.54144,Unimproved
PRT,Portugal,total,Sanitation,2020,14.52279,1480846.0009,Basic service
PRT,Portugal,total,Sanitation,2020,0.33637,34299.17195,Limited service
PRT,Portugal,total,Sanitation,2020,0,0,Open defecation
PRT,Portugal,total,Sanitation,2020,85.08136,8675496.93983,Safely managed service
PRT,Portugal,total,Sanitation,2020,0.05948,6064.88702,Unimproved
PRY,Paraguay,total,Sanitation,2020,32.59461,2324820.59055,Basic service
PRY,Paraguay,total,Sanitation,2020,3.46613,247222.77436,Limited service
PRY,Paraguay,total,Sanitation,2020,0.34329,24484.95076,Open defecation
PRY,Paraguay,total,Sanitation,2020,60.12617,4288517.24434,Safely managed service
PRY,Paraguay,total,Sanitation,2020,3.4698,247484.43985,Unimproved
PSE,State of Palestine,total,Sanitation,2020,31.88474,1626573.41208,Basic service
PSE,State of Palestine,total,Sanitation,2020,1.04521,53320.70382,Limited service
PSE,State of Palestine,total,Sanitation,2020,0.14072,7178.60995,Open defecation
PSE,State of Palestine,total,Sanitation,2020,66.69318,3402296.68245,Safely managed service
PSE,State of Palestine,total,Sanitation,2020,0.23614,12046.59199,Unimproved
PYF,French Polynesia,total,Sanitation,2020,97.00338,272486.37405,At least basic
PYF,French Polynesia,total,Sanitation,2020,0,0,Limited service
PYF,French Polynesia,total,Sanitation,2020,0,0,Open defecation
PYF,French Polynesia,total,Sanitation,2020,2.99662,8417.62241,Unimproved
QAT,Qatar,total,Sanitation,2020,2.8,80669.68,Basic service
QAT,Qatar,total,Sanitation,2020,0,0,Limited service
QAT,Qatar,total,Sanitation,2020,0,0,Open defecation
QAT,Qatar,total,Sanitation,2020,97.2,2800390.32,Safely managed service
QAT,Qatar,total,Sanitation,2020,0,0,Unimproved
REU,Réunion,total,Sanitation,2020,99.54401,891225.52068,At least basic
REU,Réunion,total,Sanitation,2020,0,0,Limited service
REU,Réunion,total,Sanitation,2020,0,0,Open defecation
REU,Réunion,total,Sanitation,2020,0.45599,4082.50865,Unimproved
ROU,Romania,total,Sanitation,2020,3.9254,755155.2582,Basic service
ROU,Romania,total,Sanitation,2020,0.25858,49744.29159,Limited service
ROU,Romania,total,Sanitation,2020,0,0,Open defecation
ROU,Romania,total,Sanitation,2020,83.14105,15994410.5469,Safely managed service
ROU,Romania,total,Sanitation,2020,12.67498,2438371.9035,Unimproved
RUS,Russian Federation,total,Sanitation,2020,28.57331,41698302.76379,Basic service
RUS,Russian Federation,total,Sanitation,2020,0,0,Limited service
RUS,Russian Federation,total,Sanitation,2020,0,0,Open defecation
RUS,Russian Federation,total,Sanitation,2020,60.81737,88753487.69589,Safely managed service
RUS,Russian Federation,total,Sanitation,2020,10.60932,15482657.54032,Unimproved
RWA,Rwanda,total,Sanitation,2020,68.83344,8915451.3591,At least basic
RWA,Rwanda,total,Sanitation,2020,15.38727,1992991.08744,Limited service
RWA,Rwanda,total,Sanitation,2020,1.9665,254704.9097,Open defecation
RWA,Rwanda,total,Sanitation,2020,13.81279,1789061.67433,Unimproved
SAU,Saudi Arabia,total,Sanitation,2020,40.88642,14234145.89364,Basic service
SAU,Saudi Arabia,total,Sanitation,2020,0,0,Limited service
SAU,Saudi Arabia,total,Sanitation,2020,0,0,Open defecation
SAU,Saudi Arabia,total,Sanitation,2020,59.11358,20579722.10636,Safely managed service
SAU,Saudi Arabia,total,Sanitation,2020,0,0,Unimproved
SDN,Sudan,total,Sanitation,2020,36.89208,16176907.99904,At least basic
SDN,Sudan,total,Sanitation,2020,8.36865,3669591.93881,Limited service
SDN,Sudan,total,Sanitation,2020,24.00786,10527271.62229,Open defecation
SDN,Sudan,total,Sanitation,2020,30.7314,13475496.13423,Unimproved
SEN,Senegal,total,Sanitation,2020,32.65272,5467348.87459,Basic service
SEN,Senegal,total,Sanitation,2020,17.294,2895695.08006,Limited service
SEN,Senegal,total,Sanitation,2020,11.25308,1884207.89832,Open defecation
SEN,Senegal,total,Sanitation,2020,24.12374,4039261.86438,Safely managed service
SEN,Senegal,total,Sanitation,2020,14.67646,2457416.28097,Unimproved
SGP,Singapore,total,Sanitation,2020,0,0,Basic service
SGP,Singapore,total,Sanitation,2020,0,0,Limited service
SGP,Singapore,total,Sanitation,2020,0,0,Open defecation
SGP,Singapore,total,Sanitation,2020,100,5850343,Safely managed service
SGP,Singapore,total,Sanitation,2020,0,0,Unimproved
SHN,Saint Helena,total,Sanitation,2020,100,6071,At least basic
SHN,Saint Helena,total,Sanitation,2020,0,0,Limited service
SHN,Saint Helena,total,Sanitation,2020,0,0,Open defecation
SHN,Saint Helena,total,Sanitation,2020,0,0,Unimproved
SLB,Solomon Islands,total,Sanitation,2020,34.75592,238730.79716,At least basic
SLB,Solomon Islands,total,Sanitation,2020,5.85761,40234.61024,Limited service
SLB,Solomon Islands,total,Sanitation,2020,44.79095,307659.15036,Open defecation
SLB,Solomon Islands,total,Sanitation,2020,14.59552,100253.43359,Unimproved
SLE,Sierra Leone,total,Sanitation,2020,2.45973,196212.06516,Basic service
SLE,Sierra Leone,total,Sanitation,2020,37.91755,3024677.05012,Limited service
SLE,Sierra Leone,total,Sanitation,2020,16.39085,1307495.31164,Open defecation
SLE,Sierra Leone,total,Sanitation,2020,14.04995,1120762.32504,Safely managed service
SLE,Sierra Leone,total,Sanitation,2020,29.18193,2327838.24821,Unimproved
SLV,El Salvador,total,Sanitation,2020,82.44975,5347856.69126,At least basic
SLV,El Salvador,total,Sanitation,2020,16.78453,1088678.61345,Limited service
SLV,El Salvador,total,Sanitation,2020,0.29738,19288.98398,Open defecation
SLV,El Salvador,total,Sanitation,2020,0.46833,30376.72895,Unimproved
SMR,San Marino,total,Sanitation,2020,29.6285,10055.32033,Basic service
SMR,San Marino,total,Sanitation,2020,0,0,Limited service
SMR,San Marino,total,Sanitation,2020,0,0,Open defecation
SMR,San Marino,total,Sanitation,2020,70.3715,23882.67967,Safely managed service
SMR,San Marino,total,Sanitation,2020,0,0,Unimproved
SOM,Somalia,total,Sanitation,2020,7.78707,1237616.61691,Basic service
SOM,Somalia,total,Sanitation,2020,16.92125,2689331.18336,Limited service
SOM,Somalia,total,Sanitation,2020,23.12103,3674675.7025,Open defecation
SOM,Somalia,total,Sanitation,2020,31.51954,5009470.00633,Safely managed service
SOM,Somalia,total,Sanitation,2020,20.65111,3282125.49297,Unimproved
SPM,Saint Pierre and Miquelon,total,Sanitation,2020,99.96215,5792.80663,At least basic
SPM,Saint Pierre and Miquelon,total,Sanitation,2020,0,0,Limited service
SPM,Saint Pierre and Miquelon,total,Sanitation,2020,0,0,Open defecation
SPM,Saint Pierre and Miquelon,total,Sanitation,2020,0.03785,2.19342,Unimproved
SRB,Serbia,total,Sanitation,2020,79.54482,6950125.31874,Basic service
SRB,Serbia,total,Sanitation,2020,0,0,Limited service
SRB,Serbia,total,Sanitation,2020,0.03169,2768.96569,Open defecation
SRB,Serbia,total,Sanitation,2020,18.35384,1603643.24203,Safely managed service
SRB,Serbia,total,Sanitation,2020,2.06964,180832.4738,Unimproved
SSD,South Sudan,total,Sanitation,2020,15.84482,1773625.89344,At least basic
SSD,South Sudan,total,Sanitation,2020,8.73196,977431.546,Limited service
SSD,South Sudan,total,Sanitation,2020,60.1272,6730475.27703,Open defecation
SSD,South Sudan,total,Sanitation,2020,15.29603,1712196.26237,Unimproved
STP,Sao Tome and Principe,total,Sanitation,2020,12.96105,28405.57744,Basic service
STP,Sao Tome and Principe,total,Sanitation,2020,5.80383,12719.73028,Limited service
STP,Sao Tome and Principe,total,Sanitation,2020,42.6254,93418.25392,Open defecation
STP,Sao Tome and Principe,total,Sanitation,2020,34.66002,75961.25246,Safely managed service
STP,Sao Tome and Principe,total,Sanitation,2020,3.94969,8656.18591,Unimproved
SUR,Suriname,total,Sanitation,2020,64.77361,379984.01354,Basic service
SUR,Suriname,total,Sanitation,2020,6.08719,35709.55481,Limited service
SUR,Suriname,total,Sanitation,2020,1.21956,7154.36558,Open defecation
SUR,Suriname,total,Sanitation,2020,25.1806,147717.97514,Safely managed service
SUR,Suriname,total,Sanitation,2020,2.73903,16068.09096,Unimproved
SVK,Slovakia,total,Sanitation,2020,15.59764,851575.63295,Basic service
SVK,Slovakia,total,Sanitation,2020,2.42138,132198.84109,Limited service
SVK,Slovakia,total,Sanitation,2020,0,0,Open defecation
SVK,Slovakia,total,Sanitation,2020,81.93498,4473357.52624,Safely managed service
SVK,Slovakia,total,Sanitation,2020,0.04599,2510.99999,Unimproved
SVN,Slovenia,total,Sanitation,2020,26.5516,551989.66614,Basic service
SVN,Slovenia,total,Sanitation,2020,0.87926,18279.12376,Limited service
SVN,Slovenia,total,Sanitation,2020,0,0,Open defecation
SVN,Slovenia,total,Sanitation,2020,71.5482,1487438.28362,Safely managed service
SVN,Slovenia,total,Sanitation,2020,1.02095,21224.82648,Unimproved
SWE,Sweden,total,Sanitation,2020,4.35506,439829.54135,Basic service
SWE,Sweden,total,Sanitation,2020,0.70182,70878.52695,Limited service
SWE,Sweden,total,Sanitation,2020,0,0,Open defecation
SWE,Sweden,total,Sanitation,2020,94.93116,9587354.4039,Safely managed service
SWE,Sweden,total,Sanitation,2020,0.01196,1207.5278,Unimproved
SWZ,Eswatini,total,Sanitation,2020,64.29218,745894.67253,At least basic
SWZ,Eswatini,total,Sanitation,2020,21.63243,250971.6747,Limited service
SWZ,Eswatini,total,Sanitation,2020,3.81401,44248.82715,Open defecation
SWZ,Eswatini,total,Sanitation,2020,10.26138,119048.83388,Unimproved
SYC,Seychelles,total,Sanitation,2020,100,98340,At least basic
SYC,Seychelles,total,Sanitation,2020,0,0,Limited service
SYC,Seychelles,total,Sanitation,2020,0,0,Open defecation
SYC,Seychelles,total,Sanitation,2020,0,0,Unimproved
SYR,Syrian Arab Republic,total,Sanitation,2020,89.69348,15696947.64299,At least basic
SYR,Syrian Arab Republic,total,Sanitation,2020,9.80521,1715976.53594,Limited service
SYR,Syrian Arab Republic,total,Sanitation,2020,0.50131,87732.13503,Unimproved
TCD,Chad,total,Sanitation,2020,1.92658,316457.89662,Basic service
TCD,Chad,total,Sanitation,2020,5.23465,859835.96681,Limited service
TCD,Chad,total,Sanitation,2020,64.07332,10524593.59568,Open defecation
TCD,Chad,total,Sanitation,2020,10.13712,1665108.642,Safely managed service
TCD,Chad,total,Sanitation,2020,18.62833,3059862.89791,Unimproved
TGO,Togo,total,Sanitation,2020,9.46902,783915.05878,Basic service
TGO,Togo,total,Sanitation,2020,26.89599,2226648.57818,Limited service
TGO,Togo,total,Sanitation,2020,45.15002,3737851.35386,Open defecation
TGO,Togo,total,Sanitation,2020,9.13418,756194.8753,Safely managed service
TGO,Togo,total,Sanitation,2020,9.35079,774127.6333,Unimproved
THA,Thailand,total,Sanitation,2020,72.78078,50800969.70179,Basic service
THA,Thailand,total,Sanitation,2020,1.25305,874628.10439,Limited service
THA,Thailand,total,Sanitation,2020,0,0,Open defecation
THA,Thailand,total,Sanitation,2020,25.93234,18100763.75282,Safely managed service
THA,Thailand,total,Sanitation,2020,0.03383,23614.441,Unimproved
TJK,Tajikistan,total,Sanitation,2020,96.76531,9229129.05686,At least basic
TJK,Tajikistan,total,Sanitation,2020,2.60213,248181.9484,Limited service
TJK,Tajikistan,total,Sanitation,2020,0,0,Open defecation
TJK,Tajikistan,total,Sanitation,2020,0.63255,60330.77871,Unimproved
TKL,Tokelau,total,Sanitation,2020,96.80265,1306.83578,At least basic
TKL,Tokelau,total,Sanitation,2020,3.19735,43.16425,Limited service
TKL,Tokelau,total,Sanitation,2020,0,0,Open defecation
TKL,Tokelau,total,Sanitation,2020,0,0,Unimproved
TKM,Turkmenistan,total,Sanitation,2020,99.41113,5995671.31859,At least basic
TKM,Turkmenistan,total,Sanitation,2020,0.40933,24687.72577,Limited service
TKM,Turkmenistan,total,Sanitation,2020,0,0,Open defecation
TKM,Turkmenistan,total,Sanitation,2020,0.17953,10827.88821,Unimproved
TLS,Timor-Leste,total,Sanitation,2020,56.76669,748435.92411,At least basic
TLS,Timor-Leste,total,Sanitation,2020,9.56085,126054.23635,Limited service
TLS,Timor-Leste,total,Sanitation,2020,18.21606,240168.16139,Open defecation
TLS,Timor-Leste,total,Sanitation,2020,15.4564,203783.65927,Unimproved
TON,Tonga,total,Sanitation,2020,59.09485,62461.48421,Basic service
TON,Tonga,total,Sanitation,2020,6.0344,6378.17818,Limited service
TON,Tonga,total,Sanitation,2020,0.0169,17.86579,Open defecation
TON,Tonga,total,Sanitation,2020,33.79848,35723.9813,Safely managed service
TON,Tonga,total,Sanitation,2020,1.05537,1115.49052,Unimproved
TTO,Trinidad and Tobago,total,Sanitation,2020,93.91521,1314334.97512,At least basic
TTO,Trinidad and Tobago,total,Sanitation,2020,5.93669,83083.43209,Limited service
TTO,Trinidad and Tobago,total,Sanitation,2020,0,0,Open defecation
TTO,Trinidad and Tobago,total,Sanitation,2020,0.1481,2072.64217,Unimproved
TUN,Tunisia,total,Sanitation,2020,16.67744,1971042.46485,Basic service
TUN,Tunisia,total,Sanitation,2020,1.53352,181240.28278,Limited service
TUN,Tunisia,total,Sanitation,2020,0,0,Open defecation
TUN,Tunisia,total,Sanitation,2020,80.75702,9544364.03172,Safely managed service
TUN,Tunisia,total,Sanitation,2020,1.03203,121971.22029,Unimproved
TUR,Turkey,total,Sanitation,2020,20.79652,17539590.29795,Basic service
TUR,Turkey,total,Sanitation,2020,0.34875,294128.95533,Limited service
TUR,Turkey,total,Sanitation,2020,0.15295,128997.38064,Open defecation
TUR,Turkey,total,Sanitation,2020,78.42843,66145808.60397,Safely managed service
TUR,Turkey,total,Sanitation,2020,0.27336,230546.76379,Unimproved
TZA,United Republic of Tanzania,total,Sanitation,2020,5.43224,3244908.5235,Basic service
TZA,United Republic of Tanzania,total,Sanitation,2020,18.66387,11148715.16534,Limited service
TZA,United Republic of Tanzania,total,Sanitation,2020,10.89485,6507953.66794,Open defecation
TZA,United Republic of Tanzania,total,Sanitation,2020,26.32853,15727141.89973,Safely managed service
TZA,United Republic of Tanzania,total,Sanitation,2020,38.68051,23105496.74708,Unimproved
UGA,Uganda,total,Sanitation,2020,19.78964,9051977.68178,At least basic
UGA,Uganda,total,Sanitation,2020,17.62246,8060690.40746,Limited service
UGA,Uganda,total,Sanitation,2020,4.67596,2138829.06186,Open defecation
UGA,Uganda,total,Sanitation,2020,57.91194,26489502.60236,Unimproved
UKR,Ukraine,total,Sanitation,2020,25.7789,11274079.72542,Basic service
UKR,Ukraine,total,Sanitation,2020,2.25728,987194.38055,Limited service
UKR,Ukraine,total,Sanitation,2020,0,0,Open defecation
UKR,Ukraine,total,Sanitation,2020,71.96382,31472481.89316,Safely managed service
UKR,Ukraine,total,Sanitation,2020,0,0,Unimproved
URY,Uruguay,total,Sanitation,2020,98.05453,3406146.58885,At least basic
URY,Uruguay,total,Sanitation,2020,1.18852,41286.01938,Limited service
URY,Uruguay,total,Sanitation,2020,0.2142,7440.55333,Open defecation
URY,Uruguay,total,Sanitation,2020,0.54275,18853.76713,Unimproved
USA,United States of America,total,Sanitation,2020,1.41597,4686904.76603,Basic service
USA,United States of America,total,Sanitation,2020,0,0,Limited service
USA,United States of America,total,Sanitation,2020,0,0,Open defecation
USA,United States of America,total,Sanitation,2020,98.26365,325255282.54477,Safely managed service
USA,United States of America,total,Sanitation,2020,0.32038,1060468.6892,Unimproved
UZB,Uzbekistan,total,Sanitation,2020,100,33469200,At least basic
UZB,Uzbekistan,total,Sanitation,2020,0,0,Limited service
UZB,Uzbekistan,total,Sanitation,2020,0,0,Open defecation
UZB,Uzbekistan,total,Sanitation,2020,0,0,Unimproved
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2020,72.69298,20670935.31791,Basic service
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2020,0,0,Limited service
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2020,3.02385,859859.28573,Open defecation
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2020,23.06659,6559202.50421,Safely managed service
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2020,1.21658,345946.89244,Unimproved
VIR,United States Virgin Islands,total,Sanitation,2020,99.37128,103766.46844,At least basic
VIR,United States Virgin Islands,total,Sanitation,2020,0,0,Limited service
VIR,United States Virgin Islands,total,Sanitation,2020,0,0,Open defecation
VIR,United States Virgin Islands,total,Sanitation,2020,0.62872,656.53086,Unimproved
VNM,Viet Nam,total,Sanitation,2020,89.24648,86871255.24906,At least basic
VNM,Viet Nam,total,Sanitation,2020,4.00705,3900407.64385,Limited service
VNM,Viet Nam,total,Sanitation,2020,2.93347,2855401.8307,Open defecation
VNM,Viet Nam,total,Sanitation,2020,3.813,3711517.4143,Unimproved
VUT,Vanuatu,total,Sanitation,2020,52.70705,161889.69336,At least basic
VUT,Vanuatu,total,Sanitation,2020,15.53142,47704.75659,Limited service
VUT,Vanuatu,total,Sanitation,2020,0.30201,927.63216,Open defecation
VUT,Vanuatu,total,Sanitation,2020,31.45952,96627.92308,Unimproved
WLF,Wallis and Futuna Islands,total,Sanitation,2020,92.94722,10452.84434,At least basic
WLF,Wallis and Futuna Islands,total,Sanitation,2020,0,0,Limited service
WLF,Wallis and Futuna Islands,total,Sanitation,2020,7.05278,793.15573,Open defecation
WLF,Wallis and Futuna Islands,total,Sanitation,2020,0,0,Unimproved
WSM,Samoa,total,Sanitation,2020,49.04443,97309.04723,Basic service
WSM,Samoa,total,Sanitation,2020,2.6977,5352.49694,Limited service
WSM,Samoa,total,Sanitation,2020,0.14551,288.71128,Open defecation
WSM,Samoa,total,Sanitation,2020,47.72144,94684.10289,Safely managed service
WSM,Samoa,total,Sanitation,2020,0.39093,775.64165,Unimproved
YEM,Yemen,total,Sanitation,2020,35.27866,10522201.06994,Basic service
YEM,Yemen,total,Sanitation,2020,4.97562,1484026.51613,Limited service
YEM,Yemen,total,Sanitation,2020,9.73353,2903118.34854,Open defecation
YEM,Yemen,total,Sanitation,2020,18.83798,5618609.47803,Safely managed service
YEM,Yemen,total,Sanitation,2020,31.17422,9298012.58617,Unimproved
ZAF,South Africa,total,Sanitation,2020,78.47461,46542264.37539,At least basic
ZAF,South Africa,total,Sanitation,2020,14.76347,8756020.68985,Limited service
ZAF,South Africa,total,Sanitation,2020,0.22416,132946.3717,Open defecation
ZAF,South Africa,total,Sanitation,2020,6.53776,3877459.77129,Unimproved
ZMB,Zambia,total,Sanitation,2020,31.89963,5864414.57026,At least basic
ZMB,Zambia,total,Sanitation,2020,19.796,3639287.36537,Limited service
ZMB,Zambia,total,Sanitation,2020,11.25346,2068831.01171,Open defecation
ZMB,Zambia,total,Sanitation,2020,37.05091,6811423.21077,Unimproved
ZWE,Zimbabwe,total,Sanitation,2020,9.54177,1418187.00311,Basic service
ZWE,Zimbabwe,total,Sanitation,2020,30.23473,4493765.85746,Limited service
ZWE,Zimbabwe,total,Sanitation,2020,23.49863,3492584.4726,Open defecation
ZWE,Zimbabwe,total,Sanitation,2020,25.65059,3812428.19478,Safely managed service
ZWE,Zimbabwe,total,Sanitation,2020,11.07428,1645961.47145,Unimproved
